event_type,duration,engagement_level,text_data,location,time_of_day,overloaded
Social Interaction,75,5,Discuss project details,Gym,Afternoon,1
Commute,30,1,Team-building activity,Outdoor,Morning,0
Casual Lunch,75,4,Solo reflection time,Office,Morning,1
Break,15,3,Casual dinner conversation,Office,Morning,0
Exercise,90,5,Chat with close friends,Gym,Afternoon,1
Casual Lunch,15,3,Quick coffee break,Office,Morning,0
Casual Lunch,75,4,Public speaking event,Gym,Morning,1
Casual Lunch,120,4,Solo reflection time,Home,Evening,1
Break,45,4,Coding session,Gym,Morning,1
Meeting,75,5,Stressful work deadline,Office,Evening,1
Break,120,3,Networking with professionals,Office,Morning,0
Exercise,75,4,Engaging lecture,Office,Afternoon,1
Social Interaction,45,4,Meditation and relaxation,Home,Morning,1
Break,45,2,Engaging lecture,Office,Afternoon,0
Exercise,60,5,Stressful work deadline,Outdoor,Morning,1
Exercise,45,5,Engaging lecture,Office,Morning,1
Exercise,45,1,Outdoor adventure,Office,Evening,0
Casual Lunch,75,2,Solo reflection time,Outdoor,Morning,0
Exercise,120,2,Engaging lecture,Outdoor,Evening,0
Meeting,12,4,Board meeting with executives,Home,Morning,0
Social Interaction,45,5,Public speaking event,Outdoor,Morning,1
Commute,75,5,Deep work session,Outdoor,Morning,1
Social Interaction,120,4,Client negotiation meeting,Outdoor,Morning,1
Social Interaction,75,3,Daily long commute,Gym,Morning,0
Break,90,1,Deep work session,Home,Afternoon,0
Casual Lunch,60,5,Engaging lecture,Home,Morning,1
Commute,120,5,Social gathering,Outdoor,Morning,1
Social Interaction,60,4,Intense workout session,Outdoor,Morning,1
Meeting,30,1,Outdoor adventure,Office,Morning,0
Break,60,5,Gym session with trainer,Outdoor,Morning,1
Commute,15,5,Intense workout session,Outdoor,Evening,0
Break,75,5,Customer support call,Office,Afternoon,1
Casual Lunch,20,3,Intense workout session,Office,Evening,0
Break,120,5,Quick coffee break,Home,Morning,1
Casual Lunch,60,4,Went for a long walk,Office,Afternoon,1
Break,30,5,Deep work session,Home,Afternoon,0
Exercise,60,3,Went for a long walk,Gym,Evening,0
Break,75,5,Team-building activity,Home,Morning,1
Meeting,12,2,Social gathering,Office,Morning,0
Social Interaction,60,3,Team-building activity,Outdoor,Afternoon,0
Break,120,2,Intense workout session,Office,Afternoon,0
Social Interaction,45,5,Public speaking event,Outdoor,Morning,1
Meeting,45,5,Engaging lecture,Office,Afternoon,1
Exercise,90,5,Casual dinner conversation,Office,Evening,1
Casual Lunch,45,5,Lunch meeting with potential clients,Home,Afternoon,1
Break,120,4,Networking with professionals,Home,Morning,1
Meeting,60,4,Casual online chat,Outdoor,Morning,1
Commute,60,5,Social gathering,Office,Morning,1
Casual Lunch,75,4,Casual online chat,Office,Afternoon,1
Break,90,5,Customer support call,Home,Morning,1
Commute,45,5,Daily long commute,Gym,Afternoon,1
Casual Lunch,90,2,Went for a long walk,Outdoor,Morning,0
Casual Lunch,90,4,Networking with professionals,Outdoor,Afternoon,1
Meeting,120,1,Casual dinner conversation,Home,Afternoon,0
Social Interaction,30,5,Coding session,Office,Morning,0
Casual Lunch,20,5,Meditation and relaxation,Home,Afternoon,0
Social Interaction,20,3,Public speaking event,Gym,Evening,0
Commute,60,5,Daily long commute,Gym,Morning,1
Commute,90,1,Strategic planning,Gym,Morning,0
Exercise,75,3,Deep work session,Home,Morning,0
Social Interaction,45,4,Strategic planning,Outdoor,Evening,1
Social Interaction,90,5,Late-night project work,Outdoor,Evening,1
Commute,12,4,Deep work session,Outdoor,Afternoon,0
Exercise,45,5,Relaxing with family,Office,Afternoon,1
Break,75,3,Lunch meeting with potential clients,Outdoor,Morning,0
Casual Lunch,15,5,Team-building activity,Home,Morning,0
Meeting,60,5,Relaxing with family,Gym,Afternoon,1
Meeting,90,3,Outdoor adventure,Outdoor,Afternoon,0
Break,75,4,Engaging lecture,Office,Evening,1
Social Interaction,20,5,Stressful work deadline,Office,Morning,0
Social Interaction,120,4,Client negotiation meeting,Gym,Morning,1
Break,120,5,Board meeting with executives,Office,Morning,1
Commute,45,5,Brainstorming new ideas,Office,Morning,1
Exercise,12,5,Relaxing with family,Home,Morning,0
Casual Lunch,120,4,Stressful work deadline,Home,Morning,1
Exercise,75,5,Late-night project work,Office,Evening,1
Social Interaction,45,5,Late-night project work,Gym,Evening,1
Meeting,45,5,Late-night project work,Home,Evening,1
Commute,15,1,Went for a long walk,Outdoor,Morning,0
Commute,75,3,Coding session,Home,Afternoon,0
Commute,60,4,Quick coffee break,Home,Afternoon,1
Social Interaction,30,3,Client negotiation meeting,Gym,Morning,0
Meeting,120,4,Strategic planning,Outdoor,Afternoon,1
Break,60,5,Relaxing with family,Home,Morning,1
Meeting,30,3,Customer support call,Outdoor,Evening,0
Break,20,5,Chat with close friends,Office,Afternoon,0
Exercise,45,4,Daily long commute,Home,Morning,1
Exercise,12,5,Board meeting with executives,Gym,Evening,0
Commute,120,4,Late-night project work,Office,Morning,1
Casual Lunch,90,5,Intense workout session,Gym,Evening,1
Exercise,75,3,Gym session with trainer,Office,Evening,0
Break,15,4,Networking with professionals,Outdoor,Afternoon,0
Casual Lunch,30,1,Strategic planning,Outdoor,Morning,0
Meeting,45,4,Went for a long walk,Office,Afternoon,1
Meeting,120,4,Gym session with trainer,Home,Afternoon,1
Meeting,45,3,Casual online chat,Home,Evening,0
Break,45,5,Networking with professionals,Gym,Afternoon,1
Casual Lunch,30,2,Client negotiation meeting,Home,Morning,0
Commute,90,2,Outdoor adventure,Home,Morning,0
Commute,75,1,Coding session,Outdoor,Evening,0
Break,30,2,Chat with close friends,Home,Morning,0
Meeting,20,1,Discuss project details,Office,Morning,0
Casual Lunch,45,3,Solo reflection time,Outdoor,Morning,0
Break,90,5,Casual online chat,Office,Morning,1
Casual Lunch,60,5,Casual online chat,Office,Afternoon,1
Commute,90,4,Stressful work deadline,Home,Morning,1
Exercise,45,5,Solo reflection time,Outdoor,Evening,1
Meeting,30,2,Focused reading session,Home,Morning,0
Casual Lunch,75,5,Presentation preparation,Gym,Evening,1
Social Interaction,60,4,Team-building activity,Gym,Morning,1
Exercise,75,1,Outdoor adventure,Home,Evening,0
Break,12,1,Customer support call,Gym,Morning,0
Break,30,1,Quick coffee break,Home,Evening,0
Casual Lunch,75,5,Focused reading session,Office,Morning,1
Break,120,4,Outdoor adventure,Office,Afternoon,1
Social Interaction,20,5,Coding session,Outdoor,Evening,0
Social Interaction,45,2,Late-night project work,Home,Morning,0
Meeting,60,5,Coding session,Home,Morning,1
Commute,15,3,Coding session,Office,Morning,0
Casual Lunch,45,3,Stressful work deadline,Office,Afternoon,0
Meeting,90,4,Stressful work deadline,Outdoor,Morning,1
Commute,75,5,Engaging lecture,Home,Morning,1
Meeting,45,4,Solo reflection time,Outdoor,Afternoon,1
Casual Lunch,30,4,Gym session with trainer,Gym,Morning,0
Casual Lunch,90,5,Relaxing with family,Outdoor,Afternoon,1
Break,60,1,Networking with professionals,Home,Afternoon,0
Exercise,75,4,Casual online chat,Gym,Evening,1
Commute,12,2,Coding session,Home,Morning,0
Meeting,60,1,Chat with close friends,Outdoor,Evening,0
Commute,90,3,Meditation and relaxation,Outdoor,Afternoon,0
Meeting,45,2,Networking with professionals,Outdoor,Afternoon,0
Exercise,120,5,Quick coffee break,Office,Morning,1
Break,15,1,Chat with close friends,Outdoor,Evening,0
Social Interaction,60,5,Stressful work deadline,Office,Morning,1
Commute,20,2,Customer support call,Office,Evening,0
Break,60,4,Stressful work deadline,Gym,Afternoon,1
Social Interaction,120,4,Presentation preparation,Office,Morning,1
Social Interaction,12,5,Quick coffee break,Outdoor,Morning,0
Break,60,4,Meditation and relaxation,Outdoor,Morning,1
Exercise,30,3,Outdoor adventure,Gym,Evening,0
Casual Lunch,120,4,Client negotiation meeting,Outdoor,Morning,1
Social Interaction,30,3,Engaging lecture,Home,Morning,0
Casual Lunch,120,5,Relaxing with family,Home,Evening,1
Meeting,15,3,Outdoor adventure,Home,Evening,0
Commute,20,1,Board meeting with executives,Gym,Morning,0
Casual Lunch,30,1,Quick coffee break,Office,Morning,0
Commute,120,5,Discuss project details,Gym,Afternoon,1
Meeting,90,4,Intense workout session,Home,Morning,1
Commute,90,5,Presentation preparation,Outdoor,Morning,1
Casual Lunch,90,4,Outdoor adventure,Outdoor,Morning,1
Meeting,75,4,Coding session,Outdoor,Evening,1
Commute,60,4,Team-building activity,Home,Morning,1
Exercise,75,5,Outdoor adventure,Office,Morning,1
Break,15,2,Networking with professionals,Outdoor,Evening,0
Meeting,20,4,Coding session,Outdoor,Evening,0
Break,30,1,Stressful work deadline,Outdoor,Morning,0
Meeting,30,1,Networking with professionals,Gym,Afternoon,0
Break,60,5,Brainstorming new ideas,Home,Morning,1
Break,120,5,Late-night project work,Gym,Evening,1
Break,20,1,Chat with close friends,Gym,Evening,0
Social Interaction,90,4,Networking with professionals,Outdoor,Morning,1
Casual Lunch,60,4,Focused reading session,Office,Morning,1
Exercise,120,4,Went for a long walk,Office,Evening,1
Exercise,90,5,Casual online chat,Office,Afternoon,1
Casual Lunch,30,2,Client negotiation meeting,Office,Morning,0
Casual Lunch,20,1,Team-building activity,Home,Morning,0
Commute,30,1,Meditation and relaxation,Outdoor,Morning,0
Meeting,20,4,Outdoor adventure,Office,Evening,0
Meeting,75,2,Casual online chat,Home,Evening,0
Meeting,30,5,Public speaking event,Office,Evening,0
Exercise,120,2,Coding session,Office,Morning,0
Exercise,90,5,Board meeting with executives,Home,Morning,1
Commute,90,5,Intense workout session,Outdoor,Evening,1
Commute,75,1,Outdoor adventure,Office,Afternoon,0
Casual Lunch,120,5,Coding session,Office,Morning,1
Exercise,45,3,Social gathering,Office,Afternoon,0
Exercise,30,3,Deep work session,Outdoor,Evening,0
Social Interaction,75,2,Went for a long walk,Gym,Morning,0
Exercise,120,5,Lunch meeting with potential clients,Gym,Afternoon,1
Break,75,5,Engaging lecture,Outdoor,Evening,1
Commute,60,3,Lunch meeting with potential clients,Home,Evening,0
Break,120,5,Outdoor adventure,Home,Morning,1
Casual Lunch,75,5,Relaxing with family,Home,Afternoon,1
Social Interaction,60,3,Deep work session,Office,Morning,0
Social Interaction,60,5,Went for a long walk,Outdoor,Morning,1
Meeting,30,1,Deep work session,Outdoor,Morning,0
Casual Lunch,45,5,Solo reflection time,Outdoor,Morning,1
Break,15,4,Discuss project details,Office,Afternoon,0
Meeting,30,3,Discuss project details,Office,Afternoon,0
Casual Lunch,45,4,Networking with professionals,Home,Afternoon,1
Break,45,1,Casual dinner conversation,Home,Morning,0
Break,60,2,Team-building activity,Gym,Afternoon,0
Casual Lunch,20,2,Discuss project details,Home,Morning,0
Exercise,45,5,Engaging lecture,Office,Morning,1
Commute,60,4,Outdoor adventure,Office,Morning,1
Social Interaction,45,5,Presentation preparation,Home,Afternoon,1
Break,30,3,Customer support call,Home,Afternoon,0
Social Interaction,75,5,Late-night project work,Office,Morning,1
Exercise,60,2,Presentation preparation,Home,Morning,0
Casual Lunch,75,3,Late-night project work,Gym,Evening,0
Casual Lunch,30,2,Late-night project work,Home,Morning,0
Commute,75,5,Brainstorming new ideas,Gym,Morning,1
Commute,60,2,Intense workout session,Office,Morning,0
Casual Lunch,30,3,Discuss project details,Outdoor,Evening,0
Exercise,120,1,Gym session with trainer,Home,Morning,0
Break,75,5,Networking with professionals,Home,Morning,1
Commute,90,5,Social gathering,Office,Morning,1
Meeting,15,5,Deep work session,Outdoor,Afternoon,0
Commute,75,3,Casual dinner conversation,Home,Evening,0
Social Interaction,75,5,Meditation and relaxation,Home,Afternoon,1
Meeting,75,3,Gym session with trainer,Home,Afternoon,0
Commute,90,5,Stressful work deadline,Gym,Evening,1
Meeting,20,4,Social gathering,Office,Afternoon,0
Exercise,75,5,Strategic planning,Office,Morning,1
Exercise,90,5,Quick coffee break,Gym,Morning,1
Break,120,4,Brainstorming new ideas,Outdoor,Evening,1
Commute,30,4,Meditation and relaxation,Outdoor,Afternoon,0
Commute,120,5,Customer support call,Office,Afternoon,1
Casual Lunch,120,3,Public speaking event,Office,Evening,0
Commute,20,4,Outdoor adventure,Home,Morning,0
Break,12,4,Discuss project details,Outdoor,Evening,0
Commute,15,1,Casual dinner conversation,Outdoor,Evening,0
Casual Lunch,120,5,Client negotiation meeting,Gym,Afternoon,1
Commute,120,5,Lunch meeting with potential clients,Office,Evening,1
Meeting,30,4,Public speaking event,Outdoor,Morning,0
Commute,75,4,Strategic planning,Office,Afternoon,1
Break,20,1,Outdoor adventure,Gym,Evening,0
Break,90,4,Intense workout session,Home,Morning,1
Meeting,90,2,Casual online chat,Home,Evening,0
Commute,15,2,Focused reading session,Gym,Afternoon,0
Commute,90,5,Chat with close friends,Outdoor,Morning,1
Casual Lunch,45,5,Casual online chat,Outdoor,Afternoon,1
Exercise,30,3,Presentation preparation,Outdoor,Morning,0
Break,20,1,Coding session,Gym,Morning,0
Break,30,3,Daily long commute,Outdoor,Afternoon,0
Social Interaction,75,3,Engaging lecture,Home,Morning,0
Social Interaction,12,1,Quick coffee break,Gym,Evening,0
Meeting,30,2,Board meeting with executives,Office,Afternoon,0
Social Interaction,60,4,Quick coffee break,Gym,Morning,1
Commute,90,1,Customer support call,Office,Morning,0
Exercise,15,3,Outdoor adventure,Office,Afternoon,0
Meeting,15,1,Casual dinner conversation,Outdoor,Evening,0
Social Interaction,45,4,Intense workout session,Office,Afternoon,1
Commute,45,5,Solo reflection time,Office,Afternoon,1
Commute,60,4,Client negotiation meeting,Outdoor,Morning,1
Social Interaction,30,4,Daily long commute,Gym,Morning,0
Break,90,4,Focused reading session,Home,Morning,1
Break,30,4,Went for a long walk,Office,Afternoon,0
Social Interaction,20,5,Engaging lecture,Home,Evening,0
Meeting,15,4,Client negotiation meeting,Outdoor,Evening,0
Commute,60,5,Outdoor adventure,Home,Morning,1
Commute,90,5,Team-building activity,Gym,Morning,1
Meeting,45,1,Casual dinner conversation,Gym,Morning,0
Meeting,75,1,Lunch meeting with potential clients,Office,Morning,0
Break,30,5,Casual online chat,Outdoor,Morning,0
Meeting,120,2,Lunch meeting with potential clients,Outdoor,Afternoon,0
Social Interaction,45,4,Discuss project details,Home,Morning,1
Casual Lunch,75,4,Casual dinner conversation,Office,Evening,1
Break,60,5,Quick coffee break,Office,Afternoon,1
Social Interaction,60,2,Networking with professionals,Home,Morning,0
Commute,12,5,Went for a long walk,Gym,Afternoon,0
Exercise,120,1,Meditation and relaxation,Gym,Afternoon,0
Exercise,12,3,Strategic planning,Outdoor,Afternoon,0
Casual Lunch,120,4,Relaxing with family,Home,Evening,1
Casual Lunch,90,4,Public speaking event,Outdoor,Morning,1
Exercise,20,5,Client negotiation meeting,Gym,Afternoon,0
Social Interaction,90,4,Solo reflection time,Gym,Afternoon,1
Break,20,3,Solo reflection time,Gym,Morning,0
Casual Lunch,75,5,Engaging lecture,Gym,Morning,1
Commute,30,1,Brainstorming new ideas,Office,Evening,0
Casual Lunch,90,1,Networking with professionals,Outdoor,Morning,0
Meeting,60,4,Public speaking event,Home,Morning,1
Casual Lunch,90,2,Strategic planning,Gym,Morning,0
Break,75,1,Quick coffee break,Office,Morning,0
Casual Lunch,60,5,Casual online chat,Outdoor,Evening,1
Commute,30,4,Outdoor adventure,Gym,Morning,0
Casual Lunch,15,4,Client negotiation meeting,Gym,Morning,0
Exercise,75,5,Lunch meeting with potential clients,Office,Evening,1
Casual Lunch,45,5,Coding session,Gym,Afternoon,1
Commute,60,4,Customer support call,Office,Morning,1
Casual Lunch,90,4,Meditation and relaxation,Outdoor,Afternoon,1
Break,120,3,Casual online chat,Office,Afternoon,0
Exercise,75,2,Board meeting with executives,Home,Afternoon,0
Exercise,15,1,Coding session,Home,Morning,0
Break,75,4,Presentation preparation,Outdoor,Morning,1
Meeting,90,5,Lunch meeting with potential clients,Office,Morning,1
Casual Lunch,12,3,Solo reflection time,Gym,Morning,0
Casual Lunch,75,4,Solo reflection time,Gym,Morning,1
Social Interaction,60,4,Daily long commute,Gym,Evening,1
Commute,12,3,Engaging lecture,Office,Morning,0
Commute,30,1,Networking with professionals,Office,Morning,0
Social Interaction,90,5,Gym session with trainer,Home,Afternoon,1
Meeting,90,4,Presentation preparation,Home,Evening,1
Break,20,5,Meditation and relaxation,Outdoor,Morning,0
Break,20,2,Gym session with trainer,Gym,Morning,0
Meeting,90,5,Gym session with trainer,Outdoor,Afternoon,1
Break,60,3,Outdoor adventure,Office,Morning,0
Casual Lunch,30,1,Lunch meeting with potential clients,Home,Afternoon,0
Meeting,45,5,Coding session,Gym,Morning,1
Meeting,90,5,Chat with close friends,Home,Morning,1
Meeting,45,4,Focused reading session,Office,Morning,1
Break,75,2,Casual online chat,Office,Morning,0
Commute,45,4,Brainstorming new ideas,Office,Evening,1
Commute,120,5,Lunch meeting with potential clients,Office,Morning,1
Break,60,5,Meditation and relaxation,Gym,Morning,1
Social Interaction,45,4,Discuss project details,Outdoor,Morning,1
Break,15,4,Focused reading session,Home,Evening,0
Commute,45,4,Quick coffee break,Gym,Morning,1
Social Interaction,45,5,Casual dinner conversation,Outdoor,Morning,1
Casual Lunch,120,5,Strategic planning,Outdoor,Morning,1
Social Interaction,90,4,Deep work session,Office,Evening,1
Casual Lunch,45,3,Public speaking event,Home,Evening,0
Casual Lunch,45,1,Intense workout session,Office,Afternoon,0
Meeting,60,5,Quick coffee break,Gym,Evening,1
Social Interaction,60,5,Brainstorming new ideas,Home,Morning,1
Exercise,20,3,Lunch meeting with potential clients,Home,Morning,0
Meeting,45,2,Strategic planning,Office,Morning,0
Meeting,12,5,Gym session with trainer,Outdoor,Afternoon,0
Casual Lunch,45,4,Went for a long walk,Office,Morning,1
